,Proportion_Western,Mean_Western,Std_Western,Proportion_Nonwestern,Mean_Nonwestern,Std_Nonwestern,FC(Western_vs_Nonwestern),M.W.W. qvalue,Significant
Clostridium sp. CAG:710,0.016235190873189996,3.151652641958994e-08,4.268755431333663e-07,0.16583747927031509,2.3839366005183066e-07,1.4793194751414032e-06,0.1322037105044561,1.0157214331821691e-51,True
Clostridium sp. CAG:762,0.018429135585783237,3.425023403061026e-08,4.6141325215708024e-07,0.05306799336650083,5.24041066148141e-08,4.587885867246531e-07,0.6535791990952113,5.9022729912595124e-06,True
Clostridium sp. CAG:768,0.015796401930671347,1.2237758820400859e-08,2.207154363772582e-07,0.006633499170812604,1.560754710739909e-08,3.7950007212389776e-07,0.7840923840363928,0.06023716376072364,False
Clostridium sp. CAG:780,0.04475647213690215,9.343843046656359e-08,8.540811344978906e-07,0.0845771144278607,9.895887955841436e-08,8.027926737621197e-07,0.9442147170978011,0.0003508168221361039,True
Clostridium sp. CAG:793,0.028082492321193506,4.00022627042318e-08,5.029546552265208e-07,0.09286898839137644,3.0771052155279306e-08,3.048918423836578e-07,1.299996584529162,1.38183099723632e-11,True
Clostridium sp. CAG:798,0.025010969723562967,1.1558657184710117e-07,1.5085298972178734e-06,0.001658374792703151,0.0,0.0,inf,0.00016641869650890103,True
Clostridium sp. CAG:91 & sp. 2789STDY5834873,0.9052215884159719,1.5217793130214714e-06,3.0092508972349595e-06,0.867330016583748,1.0077486368112034e-06,2.5628233392917884e-06,1.510078264989575,4.131094045420058e-14,True
Clostridium sp. CAG:914,0.023255813953488372,9.716316634517252e-08,1.3076818068921473e-06,0.05638474295190713,1.4253031731236064e-07,1.2825085590917447e-06,0.6817017472306311,5.8081688493475775e-05,True
Clostridium sp. CAG:921,0.011408512505484861,3.113089587531745e-09,4.87101424315852e-08,0.04145936981757877,2.425859388302379e-09,1.5558611308930554e-08,1.2832935010756295,2.5220603352360958e-06,True
Clostridium sp. CAG:964,0.016673979815708645,3.283146865694818e-08,6.124229863284186e-07,0.07296849087893864,3.264401654447023e-08,3.0214756862958245e-07,1.0057423115266038,8.394018471730578e-13,True
Clostridium sp. CAG:967,0.014480035103115402,1.8014659433758617e-08,4.2576984135350707e-07,0.001658374792703151,0.0,0.0,inf,0.005025430675391903,True
Clostridium sp. CL-2,0.025449758666081616,3.170451473652446e-09,4.572342832332826e-08,0.04975124378109453,2.173470581504232e-09,1.786805994654886e-08,1.458704571680108,0.005070738157986969,True
Clostridium sp. KLE 1755 & Clostridiales bacterium VE202-27,0.3036419482229048,4.4493815084316146e-08,4.173414501962557e-07,0.024875621890547265,9.07728373367327e-09,1.739132528005431e-07,4.901666224143795,1.206152882476064e-43,True
Clostridium sp. L2-50,0.0903905221588416,2.0744498865035417e-07,1.2430445811183407e-06,0.351575456053068,1.9070110264743703e-07,8.315438249661246e-07,1.0878017262116872,3.482289344174592e-52,True
Clostridium sp. Marseille-P2538,0.004387889425186486,1.4597421152652093e-10,2.5366750743669554e-09,0.001658374792703151,0.0,0.0,inf,0.14594763274121347,False
Clostridium spiroforme,0.4216761737604212,5.133740665838759e-08,2.0696877460147373e-07,0.024875621890547265,1.269741660358295e-09,1.150273265009649e-08,40.43137928064928,5.941790923483052e-71,True
Clostridium symbiosum,0.3883282141290039,5.485020029308147e-08,3.003412547043892e-07,0.08955223880597014,1.8133322954870357e-08,2.029132166882838e-07,3.024828953280704,8.07088693132155e-41,True
Colibacter massiliensis,0.0013163668275559457,5.259604395239794e-11,2.3768080845575637e-09,0.001658374792703151,0.0,0.0,inf,0.5002817016223238,False
Collinsella aerofaciens,0.741553312856516,9.85278935088291e-07,2.1795792909096616e-06,0.9353233830845771,2.547162157455668e-06,4.121754123958579e-06,0.3868143738726376,1.0792704764809331e-47,True
Collinsella bouchesdurhonensis,0.09872751206669592,2.3667391309152677e-08,1.3290595946919656e-07,0.43781094527363185,9.400799290078088e-08,3.0688689128528373e-07,0.25175935129401195,5.991850605336822e-81,True
Collinsella intestinalis,0.08556384379113646,5.795548568932611e-08,1.0317392417351193e-06,0.013266998341625208,1.4108153088326218e-09,2.6835663720858534e-08,41.07942785032673,5.138307491861223e-10,True
Collinsella stercoris,0.019306713470820535,1.0557920930547365e-08,1.7309718001472678e-07,0.006633499170812604,1.0914093134956634e-08,2.5728093047758775e-07,0.9673658452420121,0.021392940390852887,True
Collinsella tanakaei,0.0759104870557262,3.4108018283232104e-08,3.2626960738786404e-07,0.008291873963515755,7.412791872227505e-11,9.51206990825921e-10,460.1237815811335,5.549886815610378e-10,True
Comamonas kerstersii,0.04695041684949539,4.068735756440853e-09,5.917895777036969e-08,0.3018242122719735,2.542625187249383e-07,2.2858033147709463e-06,0.016002105921252275,1.0338675642891811e-77,True
Coprobacillus cateniformis,0.24221149627029398,4.763036336536149e-08,4.0070171631892136e-07,0.07462686567164178,1.0300884185409947e-08,7.562664218636103e-08,4.623910191401296,1.0363564322810223e-18,True
Coprobacillus sp. 8_1_38FAA / Clostridium sp. 2789STDY5608874,0.29925405879771827,1.1795058095917008e-07,7.691133518510443e-07,0.18739635157545606,5.8609569985981104e-08,3.6400372340866395e-07,2.012479890014256,3.554329088101852e-08,True
Coprobacillus sp. CAG:605,0.02150065818341378,2.8979266141905398e-08,3.068131412909873e-07,0.14759535655058043,6.967984094473007e-08,5.02933437799812e-07,0.4158916804200472,3.013673338650501e-36,True
Coprobacillus sp. CAG:698,0.009653356735410267,4.874814723290105e-09,1.5042048810181594e-07,0.05472636815920398,2.9309595753224927e-08,2.507742151937065e-07,0.1663214588264572,2.0954570038562146e-12,True
Coprobacillus sp. CAG:826,0.008336989907854322,1.0930603054231947e-08,2.720785224556579e-07,0.05638474295190713,2.653174578407009e-08,2.2148776837237653e-07,0.4119820513580672,2.309385694870252e-14,True
Coprobacter fastidiosus,0.36287845546292236,1.7086612966718901e-07,7.569345542537048e-07,0.04809286898839138,7.76821839065563e-09,1.2372852737756746e-07,21.995536308907514,4.4431827865399666e-51,True
Coprobacter secundus == Gabonia massiliensis,0.26722246599385696,3.5167070573629084e-08,1.2491416907587793e-07,0.0779436152570481,5.9505916160194365e-09,3.897166512377105e-08,5.909844405883392,2.5707570017450675e-23,True
Coprococcus catus,0.6573058358929355,1.6739921968581457e-07,3.247048640585192e-07,0.8291873963515755,1.1459267410394755e-07,1.4525559541326026e-07,1.4608195593198738,0.014504087495592576,True
Coprococcus comes,0.799034664326459,7.275466711811921e-07,1.1992339340938419e-06,0.900497512437811,4.144648388632952e-07,5.292026419862599e-07,1.7553881607340933,0.02374123923001392,True
Coprococcus eutactus 1,0.07985958753839403,1.424802695761943e-07,1.0204254013688417e-06,0.33167495854063017,1.5000546038657993e-07,6.040717637744857e-07,0.9498338874398811,1.6603723992520802e-54,True
Coprococcus eutactus 2,0.3536638876700307,8.877884682920655e-07,2.82690756180471e-06,0.6832504145936982,5.513108304036959e-07,1.6087198906751809e-06,1.6103229237161634,3.183082116238708e-29,True
Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,0.19745502413339183,3.889114966174714e-07,1.7124301284009868e-06,0.3681592039800995,2.984762065427778e-07,1.1527495623388348e-06,1.3029899472463722,2.5716352046730765e-15,True
Coprococcus sp. CAG:782,0.03378674857393594,7.99532326215849e-08,8.8940128396412e-07,0.3615257048092869,2.7989271052077336e-07,1.057512249900749e-06,0.2856567163640042,1.0699209964738175e-120,True
Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,0.1465555068012286,9.045766630928595e-08,5.998425795262439e-07,0.013266998341625208,1.486761683649085e-09,2.6875735815600888e-08,60.842075299699715,1.8275972478158654e-19,True
Coraliomargarita sp. CAG:312,0.04212373848179026,9.989424405350853e-09,1.0417161365766355e-07,0.04477611940298507,4.9220193129735774e-08,9.810490751740058e-07,0.20295378319667473,0.9047245180240742,False
Corallococcus sp. CAG:1435,0.006581834137779728,6.273746585200723e-09,1.7187246189479684e-07,0.001658374792703151,0.0,0.0,inf,0.06826238550582471,False
Cryptobacterium sp. CAG:338,0.12461605967529618,3.944253319195793e-08,2.5056788463858015e-07,0.04311774461028192,7.182946009505655e-09,6.372896603028214e-08,5.4911359684119985,7.532952815059331e-09,True
Culturomica massiliensis,0.031154014918824045,1.7331090366105107e-08,2.3161999072477957e-07,0.013266998341625208,6.259272366639333e-09,1.2873435009598865e-07,2.768866627130071,0.013364132712165369,True
Dakarella massiliensis,0.03247038174637999,1.7887824546855864e-08,2.058081838253677e-07,0.02155887230514096,1.955541073807799e-08,3.3120058452169606e-07,0.9147250746324121,0.13256335057035498,False
Desulfovibrio desulfuricans,0.008336989907854322,1.014319879260527e-09,1.6428884025163748e-08,0.001658374792703151,0.0,0.0,inf,0.03806596866288071,True
Desulfovibrio fairfieldensis,0.06757349714787188,1.7883410186720747e-08,1.5709405365861158e-07,0.0812603648424544,7.848255139214871e-09,7.602356197905189e-08,2.2786479121153773,0.3903212930458153,False
Desulfovibrio piger,0.21237384817902588,1.6996538414436813e-07,5.460852303698055e-07,0.5107794361525705,2.7282780698128965e-07,7.658780451951182e-07,0.6229767633473821,5.803604418855766e-37,True
Desulfovibrio sp. 92-2,0.03773584905660377,6.056593409177439e-09,5.44232159338701e-08,0.008291873963515755,4.5432044029011875e-10,7.817531873744919e-09,13.331104815160497,0.00017140270919018184,True
Desulfovibrio sp. An276,0.0035103115401491883,1.2782864741234996e-09,3.2866123448142435e-08,0.001658374792703151,0.0,0.0,inf,0.20301281197907478,False
Desulfovibrio sp. Zagget14,0.014480035103115402,3.3109063268008088e-09,4.698531844225569e-08,0.028192371475953566,9.3576092775208e-09,1.403091387912538e-07,0.35381968071208014,0.045128770684019194,True
Dialister invisus,0.3606845107503291,1.3427486328132832e-06,4.933094665626983e-06,0.07960199004975124,2.553942613039542e-07,1.691257586620335e-06,5.2575520920387016,3.429037475574046e-39,True
Dialister pneumosintes,0.025010969723562967,2.195426948913756e-09,3.288217137835561e-08,0.024875621890547265,4.3060674609964057e-10,3.141083290551921e-09,5.098449963451672,0.849523571732861,False
Dialister sp. CAG:357,0.20228170250109698,6.974146251721115e-07,3.190591475209942e-06,0.10613598673300166,4.914873115798655e-07,3.444665358421959e-06,1.418988056742098,4.307255050114562e-08,True
Dialister sp. CAG:486,0.040368582711715666,1.7024305586036833e-07,1.2805479682296918e-06,0.7545605306799337,3.705000358452747e-06,4.867435983286265e-06,0.045949538296796245,0.0,True
Dialister succinatiphilus,0.03247038174637999,1.333532260136177e-07,1.5973833920377237e-06,0.07960199004975124,7.673707924412678e-07,4.797636537418883e-06,0.17377938713223068,6.06495240485368e-07,True
Dielma fastidiosa,0.22290478279947346,1.5152844334515794e-08,9.037269804933673e-08,0.04145936981757877,3.363007836215762e-09,3.041068993367527e-08,4.505741607657565,2.0771729452181076e-23,True
Dorea formicigenerans,0.8736287845546292,3.741830048545153e-07,5.383995830970392e-07,0.8955223880597015,3.72189760318266e-07,4.209593104286697e-07,1.0053554523760806,0.013827189211130929,True
Dorea longicatena 1,0.620447564721369,6.49320483843329e-07,1.4690467047892817e-06,0.8524046434494196,5.260136164931706e-07,8.509521548294483e-07,1.2344176338480002,1.7082114894259569e-15,True
Dorea longicatena 2,0.6910925844668714,3.832254750901474e-07,8.98817752667305e-07,0.8092868988391376,4.0701052673452277e-07,6.926330626923728e-07,0.9415615811335282,1.969581373722009e-05,True
Dorea sp. CAG:105,0.41904344010530936,5.686210954276018e-08,2.1719565903961625e-07,0.5190713101160862,3.1014104854969476e-08,7.689098088387243e-08,1.8334273972653126,0.07438172094774499,False
Dorea sp. CAG:317,0.18911803422553752,7.402353105497869e-08,4.6623788330115856e-07,0.004975124378109453,1.0670676353303349e-10,1.897814728892869e-09,693.7098324799537,4.538033266476814e-29,True
Drancourtella sp. An12 & An57,0.018429135585783237,3.692416939828605e-09,4.8575049785532064e-08,0.001658374792703151,0.0,0.0,inf,0.0013944638421107263,True
Duodenibacillus massiliensis,0.04475647213690215,5.675382875444037e-08,5.630578645024408e-07,0.49585406301824214,7.019074868713077e-07,1.8493493124224996e-06,0.08085656559586747,1.9980296102770166e-176,True
Eggerthella lenta,0.6818780166739798,1.3263438542193047e-07,6.559426162912906e-07,0.15754560530679934,2.4385222533230157e-08,1.6645908676738211e-07,5.4391295892907,1.5306401620545856e-99,True
Eggerthella sp. 51_9 & CAG:209,0.1899956121105748,1.3413510816546627e-07,6.156197507158303e-07,0.4975124378109453,7.91069600814138e-08,3.9227509326581234e-07,1.6956170231724192,1.7802752194946596e-36,True
Eggerthella sp. CAG:1427,0.013602457218078104,3.5500779496924414e-09,5.7106549227267074e-08,0.011608623548922056,2.541530280506273e-10,3.803825840889734e-09,13.968269341198901,0.5465481358735568,False
Eggerthella sp. CAG:298,0.3409390083369899,8.156785551473218e-08,4.3704319155095923e-07,0.13598673300165837,1.7445702920986087e-08,8.301241788579653e-08,4.675527027151836,6.042427515812545e-22,True
Eggerthella sp. CAG:368,0.06845107503290918,1.3665521322285645e-08,1.0246130506556996e-07,0.2603648424543947,2.673530822608669e-08,1.936807900250979e-07,0.5111413418810582,1.2615236394914097e-37,True
Eisenbergiella tayi,0.4124616059675296,5.142656399143021e-08,3.111513142174352e-07,0.0845771144278607,7.4820625400276e-09,5.93766120511707e-08,6.873313837769727,1.5552047981464443e-48,True
Emergencia timonensis,0.10223782360684511,8.086065741619414e-09,5.655050444726138e-08,0.003316749585406302,1.5231933519456186e-11,3.740362477633727e-10,530.8627254242443,2.4765092843544734e-15,True
Enorma massiliensis,0.0895129442738043,1.7125107709195974e-08,1.2302587373000176e-07,0.008291873963515755,3.5048496741774843e-10,4.83538049176119e-09,48.861176088001216,6.986036849062537e-12,True
Enterobacter asburiae,0.03247038174637999,1.1210230207506389e-08,3.5165618299629834e-07,0.17412935323383086,1.0089980060502743e-07,1.4285214667985737e-06,0.11110260020620723,7.620731088201695e-37,True
Enterobacter cloacae,0.03466432645897324,2.4008331675645364e-09,4.427389382081141e-08,0.1956882255389718,3.8422781274891314e-08,2.561122881273188e-07,0.06248462729410594,4.729691592104653e-44,True
Enterobacter cloacae complex 'Hoffmann cluster IV',0.1031154014918824,2.281733431036551e-08,3.204775503397363e-07,0.4427860696517413,2.5198094401801464e-07,1.5929333229281639e-06,0.09055182485836807,1.5378496288478446e-88,True
Enterobacter kobei,0.06713470820535322,6.850789119496354e-09,5.946993811609024e-08,0.1857379767827529,1.691043019109476e-08,9.35467909771801e-08,0.4051221076033928,2.4727152992855093e-18,True
Enterobacter ludwigii,0.046072838964458095,5.878507168773279e-09,1.0360766238896824e-07,0.05638474295190713,2.2620743492986273e-09,2.591327357283282e-08,2.598724118239506,0.4187347534092143,False
Enterobacter mori,0.016673979815708645,2.300901154254314e-09,5.44839436612621e-08,0.03980099502487562,5.5318753861798645e-09,4.4872249051188944e-08,0.4159351022263794,0.0011501403846126,True
Enterobacter xiangfangensis,0.10530934620447564,3.810821550089841e-08,4.5800550464314275e-07,0.3283582089552239,6.856273841699818e-08,3.7096237327594577e-07,0.55581524864314,1.3515815255889454e-40,True
Enterococcus asini,0.002193944712593243,2.006113387188847e-10,5.884722746261534e-09,0.001658374792703151,0.0,0.0,inf,0.33919518219367384,False
Enterococcus avium,0.01228609039052216,2.2071711606527155e-09,3.364186830835599e-08,0.008291873963515755,1.6834521855025794e-09,3.202262813689296e-08,1.3110982180903372,0.3072075069095183,False
Enterococcus faecalis,0.088635366388767,2.0764507580859484e-08,3.1398544834451607e-07,0.07131011608623548,6.4670216891128634e-09,5.508934211215471e-08,3.2108300511526395,0.157382087316018,False
Enterococcus faecium,0.0767880649407635,2.781103304766578e-08,2.5771490483059696e-07,0.05970149253731343,7.520930532252188e-09,7.042826878399606e-08,3.6978180995560397,0.13256335057035498,False
Enterococcus gallinarum,0.008336989907854322,7.893044188659143e-10,1.3652061180112073e-08,0.011608623548922056,1.3193520959615293e-09,2.4555216612620655e-08,0.5982515367064907,0.6449928148467317,False
Erysipelatoclostridium ramosum,0.39578762615182095,1.2886322732251238e-07,6.553188003646771e-07,0.10281923714759536,1.2234488983124692e-07,2.605563653391256e-06,1.0532783796712422,7.708357210513221e-41,True
Erysipelotrichaceae bacterium 3_1_53,0.10136024572180781,6.227488536264407e-09,7.26965637423385e-08,0.011608623548922056,1.568311825117642e-09,3.228179147797311e-08,3.970822917054312,1.2355909403050803e-12,True
Erysipelotrichaceae bacterium 5_2_54FAA / Eubacterium sp. 3_1_31,0.2132514260640632,8.007655251873157e-08,1.7282935223652834e-06,0.009950248756218905,5.775587193371757e-10,1.0823570019779973e-08,138.64659962303037,8.950986344457895e-32,True
Escherichia coli,0.8271171566476525,2.5231994846332923e-06,1.0018013644536735e-05,0.9718076285240465,5.334475874903007e-06,1.5889545958297834e-05,0.4729985745186578,8.750557101901561e-38,True
Escherichia fergusonii,0.010092145677928916,6.51675486104602e-10,1.1553260204687222e-08,0.07462686567164178,1.2195275242634748e-08,1.221345647761911e-07,0.053436718166584796,6.743236667812967e-20,True
Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,0.008775778850372971,2.8364449408044864e-09,4.2833039768132794e-08,0.001658374792703151,0.0,0.0,inf,0.03283358401653839,True
Eubacterium dolichum,0.12768758227292673,1.432097229575763e-08,9.851231496557517e-08,0.014925373134328358,2.3333060622170964e-10,2.3967313543039236e-09,61.376312896345496,5.688700245071246e-16,True
Eubacterium eligens,0.8385256691531373,2.6255730403918187e-06,5.216494494138047e-06,0.9087893864013267,1.5246105095737108e-06,2.330556732620833e-06,1.7221270769843657,0.0987391016161932,False
Eubacterium hallii,0.78894251864853,7.122961016195757e-07,1.6143726069866237e-06,0.7014925373134329,1.3840355229638685e-07,2.6607340039128554e-07,5.1465160380726065,2.600991788121248e-31,True
Eubacterium ramulus,0.6134269416410707,1.72292236837653e-07,4.903840542489632e-07,0.714759535655058,8.409778650443102e-08,1.5763825529599002e-07,2.048713099346261,0.9158457688765296,False
Eubacterium rectale,0.8929354980254498,5.2318838107392685e-06,8.134248593467433e-06,0.956882255389718,7.372418717627728e-06,9.823547340944782e-06,0.7096563571775487,2.859148308019624e-10,True
Eubacterium siraeum,0.5160157964019306,1.0334115538838753e-06,3.4736918647475007e-06,0.5505804311774462,2.988285324508745e-07,1.1183762809348492e-06,3.458209112122724,0.24095788449538053,False
Eubacterium sp. 2789STDY5834909,0.06450197455024133,2.8759587141987976e-08,5.580573020424525e-07,0.14262023217247097,3.5210766010367976e-08,1.8267121986367104e-07,0.8167839101688268,1.0081394102133337e-09,True
Eubacterium sp. 36_13 & CAG:86,0.5195261079420799,5.077528720329935e-07,1.6234590304634166e-06,0.4444444444444444,1.4220231544762986e-07,5.033571493213539e-07,3.570637161811815,1.7689793388733196e-08,True
Eubacterium sp. 38_16 & CAG:146,0.5603334795963142,1.9702821527873977e-07,6.545867497335497e-07,0.5323383084577115,7.64543346696666e-08,1.603307037561702e-07,2.5770705628403183,0.039562890779304784,True
Eubacterium sp. CAG:115,0.30057042562527425,2.8235261986375714e-07,9.469753108695094e-07,0.33167495854063017,1.1819796928765268e-07,5.190167660233694e-07,2.3888110901178785,0.666155955003542,False
Eubacterium sp. CAG:156,0.3580517770952172,1.7584345720062456e-07,1.172324888886527e-06,0.12603648424543948,1.880628980772949e-08,1.08280563829142e-07,9.350247124680164,1.4074830189142185e-29,True
Eubacterium sp. CAG:161,0.32689776217639316,5.8079107256483196e-08,2.2346948644253624e-07,0.1558872305140962,8.946820290325102e-09,5.6513811216383614e-08,6.49159202619602,6.943675184321303e-19,True
Eubacterium sp. CAG:180,0.4203598069328653,2.0863208174964806e-06,7.40153948452884e-06,0.6832504145936982,1.7588951336641679e-06,3.9692257003476e-06,1.1861541814321883,8.312387085991125e-31,True
Eubacterium sp. CAG:192,0.37560333479596314,1.3416180890220108e-07,5.236640821088949e-07,0.08955223880597014,8.12236338040059e-09,6.162276634111823e-08,16.51758270578437,2.9398010807477797e-43,True
Eubacterium sp. CAG:248,0.3137340939008337,5.000329350462081e-07,2.659784270040259e-06,0.5538971807628524,2.850678595382427e-07,9.243207176519013e-07,1.7540838727177772,6.619324581387336e-22,True
Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,0.29793769197016234,8.085303882165146e-07,3.2197519650498888e-06,0.5505804311774462,6.911463273406895e-07,1.930725717728894e-06,1.1698396652521927,5.560993705373419e-23,True
Eubacterium sp. CAG:252,0.18473014480035102,3.5496897217930167e-07,2.5787512805655373e-06,0.38474295190713104,3.3687560714731473e-07,1.0722660449359449e-06,1.0537093355770184,4.509293382906361e-24,True
Eubacterium sp. CAG:274,0.17507678806494076,1.1385746426475079e-07,6.913903128687238e-07,0.029850746268656716,4.847348016351533e-09,4.488440230146491e-08,23.4886094170825,1.2869676379959874e-19,True
Eubacterium sp. CAG:38,0.6814392277314612,1.0071788547772838e-06,4.030644395325683e-06,0.5406301824212272,1.5980960969720294e-07,7.396498408643571e-07,6.302367277447345,5.167989241142852e-22,True
Eubacterium sp. CAG:581,0.09302325581395349,2.1231099442407653e-07,1.368972968729381e-06,0.36650082918739635,4.904410536904425e-07,1.831536466701577e-06,0.4328980880097435,6.362966880565445e-59,True
Eubacterium sp. CAG:603 & sp.  2789STDY5608818,0.018429135585783237,6.261334752789032e-08,9.387013923504472e-07,0.12769485903814262,1.8754210112260907e-07,1.3464607186648541e-06,0.33386288813601217,4.0455397177860896e-32,True
Eubacterium sp. CAG:786,0.008336989907854322,9.009053445501662e-09,1.9187712655260482e-07,0.17744610281923714,6.170162944449044e-08,3.6375297149546524e-07,0.14600997618072004,1.2952989068109179e-71,True
Eubacterium sp. CAG:841,0.01184730144800351,1.8173834371417635e-08,4.706320566706631e-07,0.06135986733001658,9.920695837715296e-08,9.489234681627811e-07,0.1831911255894628,6.914404227437539e-13,True
Eubacterium sp. ER2,0.018867924528301886,1.4034908687698443e-09,2.1167742920536662e-08,0.003316749585406302,1.0221486215894577e-10,2.5099941158978613e-09,13.730790602519164,0.003768039468276903,True
Eubacterium ventriosum,0.6805616498464239,5.454154431179855e-07,1.6692073981057808e-06,0.3681592039800995,4.653125131474134e-08,1.7125514367331977e-07,11.721486693507316,2.8455768144738715e-70,True
Faecalibacterium prausnitzii 1 (A2-165),0.766564282580079,1.694739047559017e-06,2.8557475970408768e-06,0.9270315091210614,2.056491117796668e-06,4.265496223413571e-06,0.8240925685955631,0.0003066957278129817,True
Faecalibacterium prausnitzii 2,0.7292672224659938,1.7660619738891853e-06,2.969278897776573e-06,0.9253731343283582,2.7496308504741155e-06,4.016837191377035e-06,0.6422905727816756,3.253956561432638e-23,True
Faecalibacterium prausnitzii 3 ( L2-6),0.911364633611233,2.6159257790179023e-06,5.006784686015459e-06,0.9585406301824212,2.1251693790080565e-06,5.452213220343976e-06,1.2309257816611827,0.019593848777543846,True
Faecalibacterium prausnitzii 4 (cf. KLE1255),0.8648530057042563,1.9223894910842727e-06,3.51639918875123e-06,0.945273631840796,1.2939602592643634e-06,2.5201017824358774e-06,1.4856634717492647,0.0035725156093839605,True
Faecalibacterium prausnitzii 5,0.11013602457218079,2.2395581548248764e-07,1.532023567855597e-06,0.527363184079602,6.925517441963919e-07,2.5723341774761576e-06,0.3233777365507275,3.9024415456279044e-108,True
Faecalibacterium prausnitzii 6,0.4466871434839842,3.108992372621251e-07,1.6459568917825543e-06,0.7628524046434494,4.358720805107203e-07,1.4049299036893294e-06,0.7132809169558143,5.528553613796413e-35,True
Faecalibacterium prausnitzii 7,0.3681439227731461,1.153901834758998e-07,3.4202457145000505e-07,0.1044776119402985,1.973432831487027e-08,1.0020937150581976e-07,5.847180691169036,1.4740887716181637e-35,True
Faecalibacterium sp. CAG:1138,0.005265467310223783,3.347416448623029e-08,7.121077902578475e-07,0.029850746268656716,5.159819111243716e-08,7.002167382031212e-07,0.648746860394525,3.872989011903793e-07,True
Faecalibacterium sp. CAG:74,0.5041684949539271,1.5829062437980431e-06,4.6427030567740785e-06,0.7081260364842454,5.499517381595904e-07,1.7432116919360619e-06,2.878263916566984,0.0035641169934019314,True
Faecalibacterium sp. CAG:82,0.5445370776656429,3.5995647042067463e-07,8.462902258630498e-07,0.8507462686567164,7.40929549054541e-07,1.6001052264157876e-06,0.48581740447522315,1.9755438901275513e-26,True
Faecalicatena contorta,0.19262834576568671,7.950869883654353e-09,3.295775411541003e-08,0.029850746268656716,1.6932926735101583e-09,1.676355671923511e-08,4.695508347752061,6.3555661746954735e-22,True
Faecalicatena fissicatena,0.0298376480912681,8.165374427739839e-10,8.261694262882847e-09,0.004975124378109453,1.6479083989038027e-11,2.9578947010275365e-10,49.54992906869999,0.0003011992736757682,True
Faecalicoccus pleomorphus,0.06230802983764809,5.0081118265391835e-09,4.413074917224681e-08,0.008291873963515755,3.0947127020502255e-10,5.195587013574145e-09,16.182800501065397,6.470444969588792e-08,True
Faecalitalea cylindroides,0.13646336112329968,3.9860141091012733e-08,2.815529953365237e-07,0.003316749585406302,9.565053907605905e-12,2.348800215471942e-10,4167.267793369872,9.308962208859993e-21,True
Faecalitalea sp. UBA637,0.23519087318999563,4.0282928729019457e-07,1.7775473236803345e-06,0.7661691542288557,6.216790301532075e-07,2.0952472339589247e-06,0.6479698811634691,4.5164825170409565e-113,True
Fenollaria massiliensis,0.050460728389644584,1.5148497042096101e-09,1.5972978813188723e-08,0.03814262023217247,7.557301475669143e-10,7.606300583010377e-09,2.0044849462294096,0.18534166740035907,False
Firmicutes bacterium CAG:102,0.6121105748135147,2.6924960367292754e-07,4.998757652152218e-07,0.6898839137645107,2.2983708506187945e-07,6.593461630698713e-07,1.1714802404513485,0.6464028755611484,False
Firmicutes bacterium CAG:103,0.4659938569548047,5.324469586764773e-07,1.915093356264394e-06,0.4892205638474295,5.105630177615722e-07,1.823957825035203e-06,1.042862369881096,0.805309725730327,False
Firmicutes bacterium CAG:110,0.4361562088635366,3.7801590208009703e-07,1.134268211658536e-06,0.6948590381426202,4.3669971038799863e-07,1.0549907341496315e-06,0.8656197682023598,6.603009957112627e-19,True
Firmicutes bacterium CAG:114,0.49495392716103553,1.331459273122742e-07,3.1023271039272776e-07,0.12437810945273632,3.6038730739778654e-08,1.8689339583422486e-07,3.694523213752116,4.556692127988746e-56,True
Firmicutes bacterium CAG:124,0.44142167617376044,4.574013529051868e-07,1.3570043751873834e-06,0.7429519071310116,5.859448801286215e-07,1.797499540258751e-06,0.7806218100323397,1.584158471446453e-25,True
Firmicutes bacterium CAG:129,0.5357612988152699,5.912234251418429e-07,1.5116670065828593e-06,0.8374792703150912,1.2476682452127474e-06,2.633686492446303e-06,0.4738626853815854,1.127772244526106e-36,True
Firmicutes bacterium CAG:145,0.3347959631417288,7.351804008157324e-08,4.99212447067351e-07,0.008291873963515755,5.831157029094883e-10,9.51517538282579e-09,126.07796311221063,2.035864466156513e-56,True
Firmicutes bacterium CAG:170,0.18955682316805617,6.834026406938536e-08,5.818864662629078e-07,0.6285240464344942,2.2812907034440424e-07,7.113525657463327e-07,0.29956841522306965,1.1015679313992329e-104,True
Firmicutes bacterium CAG:176,0.36594997806055285,1.0977504336098137e-06,3.9790961146907425e-06,0.746268656716418,1.3134570444148547e-06,4.9549146392525175e-06,0.8357718573878917,4.514852513954382e-43,True
Firmicutes bacterium CAG:176_63_11,0.3045195261079421,2.635318126336221e-07,1.534494960145395e-06,0.5920398009950248,2.70169958417671e-07,1.716885243782231e-06,0.975429741252776,9.735019878180674e-26,True
Firmicutes bacterium CAG:194,0.1654234313295305,1.0857641394504289e-07,5.435997714323745e-07,0.5688225538971807,2.2112611050563771e-07,6.243517433182907e-07,0.4910157995216701,9.669564167866257e-83,True
