,CRC,adenoma,NAFLD,CD,IGT,T2D,ACVD,LC,RA,T1D,VKH,SPA,ME_CFS,melanoma,NSCLC,RCC
Flavonifractor plautii,0.005887260083814903,0.00652835164286821,0.0035981092275532717,0.0022277783741329344,-0.0004792318978748757,0.0015412375345991978,0.004365237891018483,0.006134022623779281,0.0018273311090928554,0.0011647453841540593,0.0008010466429294748,0.00849430179466391,0.004449791161781013,0.0006828363905698871,0.005710555137339954,0.0006405406385768638
Flavonifractor sp. 2789STDY5834895 & sp. 2789STDY5834937 /  Clostridium sp. 2789STDY5608878,0.0014212196265531698,0.001231717315413735,0.0016007578640413707,-0.002717496301782511,0.0007439893686280543,-0.0009345943139495918,-0.00050687520143746,-0.0007232883605880029,-0.0003245769973331562,-0.0011111096269176906,-0.0004987432604387427,-0.001603275253351213,0.003960584529152394,0.003134679180580519,0.004648325227191685,0.0032168797413033748
Flavonifractor sp. 2789STDY5834931,0.0003959820697434749,0.0029041891722286655,0.0007509756489581479,-0.0007915237792261138,0.00026334775543803237,-0.0008331287303268041,-0.00030166685476214867,0.00042336904422380815,0.000516694352624141,0.00023869839082170722,0.00036598017692818246,-0.0005539289007167334,-0.0004277683275859479,0.00015500389065679335,-0.00046919301745225646,-0.00043739315736323264
Flavonifractor sp. An10,0.0005981011432943214,0.00014798693938027703,0.00010384750439783701,-9.908818959897496e-05,0.00035437444918872367,-8.307422209639839e-05,-4.8833716261433294e-05,4.936298287575448e-05,1.3831615459553274e-05,0.00019994786359426705,-0.00022658530323638944,-3.605257315264435e-05,8.951964455786012e-05,0.0,0.0008626621248026828,-0.00020749411353240666
Fournierella massiliensis,0.00021901289217374567,-0.0003064424181242783,-0.00011084670436309282,-0.00039203836025776024,-4.489392473039175e-05,-0.0003107688919743754,-0.0003807826524289275,0.0003722820233267297,-4.438183707000284e-05,-9.638687743111402e-05,0.0,-0.0003873665565455621,7.118013136289e-05,-0.00012008419185196368,-0.00013194257573870722,-8.038872381420188e-05
Fusicatenibacter saccharivorans,0.0006788260968039956,0.0008834469488484256,0.006282260487558189,-0.0052343478239947,0.0030849426481992016,0.0025058193143652945,-0.0003396453610212976,0.0006521788595350982,-0.0010293987592524434,0.007157640885073796,-0.004641247375125813,0.00148912930290598,-0.001827610036196897,0.000974818683182188,-0.0009023590115209807,-0.0004475394400821923
Fusobacterium gonidiaformans,0.0001871944729511142,-2.0312530978352884e-05,0.0,-0.00040378875647222896,0.0,-8.778094902494122e-05,3.943330140639982e-05,-4.0881506745629505e-05,0.0,0.0,-5.213061778561686e-05,-1.8779380045067066e-05,0.0,0.0,0.0,0.0
Fusobacterium mortiferum,0.00031533103309843406,0.0003134504236312909,-0.0007157533412204936,0.00015630326177801815,-0.0002696493450419956,-0.0004415313207237092,0.0011319629405479594,0.0007463635606407363,-0.0006891423866361612,-0.0002799692366007008,-0.00041214913441290637,-0.0015892007427089066,-0.0006956195661510844,-0.0002034660823851222,-0.00041815603607413797,-4.691202230865392e-05
Fusobacterium necrophorum,1.1929931970924583e-05,0.0,-5.582865958932611e-05,0.0,0.0,-1.370069481189503e-05,0.0,0.0,-2.8878884560927564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fusobacterium nucleatum subsp. animalis,0.01257964097062989,8.096532927910672e-05,-2.585686316294632e-05,0.0009556112039345574,0.0,7.568319376671086e-05,0.00036688659919263314,0.004174691046013748,-5.774291136508784e-05,9.351443440920434e-05,0.0,0.0,0.0,-0.00016484478797670457,0.0002275190981645118,0.00025258142268211526
Fusobacterium nucleatum subsp. polymorphum,0.000988433321515865,0.0,0.0,0.00013211093355928473,0.0,2.0254292346508082e-05,4.330375250014172e-05,0.00020982818366000676,0.0,0.0,0.0,0.0,0.0,0.0,1.6834568032613342e-05,0.0
Fusobacterium periodonticum,4.472771106632393e-05,0.00015528757139694906,0.0,0.0003102239698886317,0.0,1.885501005895332e-05,-4.1959767816671445e-05,3.585134776896146e-05,-5.1297565626831445e-05,0.0,0.0,0.0,0.0,0.0,-2.1808477455292315e-05,0.00010155512378145995
Fusobacterium sp. CAG:439,3.913547341466932e-05,-6.094856417239919e-05,1.233048582182933e-05,0.0,0.0,-8.694736825162099e-05,-2.1765416693485712e-05,-2.629128511246699e-05,-6.66393847796065e-05,0.0,0.0,-2.0260429640700806e-05,3.7409112906178446e-05,0.0,6.750799142093966e-05,1.8920910185571703e-05
Fusobacterium ulcerans,0.0002556173002999667,0.00044964063329083314,-0.00018350843475326248,0.0002465062868914496,0.0,0.00020332775637124173,0.00024064170914387068,0.0006149383773055484,-8.547718380102606e-05,-5.753240360856402e-05,-6.450189035603317e-05,0.00011033842869579799,-3.716780246913584e-05,-7.497615773495535e-05,0.0,0.00015821959025253394
Fusobacterium varium,-0.00013467389215047129,-0.000254088085640867,-0.00011217697505164754,0.0002531374665655416,0.0,0.0003604666364795245,0.001997303644781709,-0.00010198799814734036,1.8484970173703338e-05,0.0,-6.251307950278604e-05,-0.00015389025144854325,5.33939339981007e-05,-4.418718091817629e-05,-5.137058643953209e-05,-6.190740536151584e-05
Gemella sanguinis,0.003365175317216577,-0.0004960142095107003,0.0017109935424854113,0.00024003162785860054,0.00022459347403293146,0.000385349174933589,0.005630227485519627,-0.00035743969655830467,0.00011799267901035553,0.00032159220367123346,-0.00032379191715906,-0.001181575155130249,-0.000122976720974109,-0.0007039909368552132,-0.0005820390510776226,-0.00013459866667849427
Gemmiger formicilis,0.0005672330253266041,0.0017760733636762737,-0.0031813811176820933,-0.002747609150669997,0.002612772412937849,-0.0028317445420715627,-0.0009053750617095688,-0.0012641682879908952,0.011366420107788083,0.0013833681825690398,-0.0007583371272234187,0.0011693174551472482,0.002042955581196188,0.00020314864207445095,-0.0036286623390010078,-0.0008065474142123554
Gordonibacter sp. An232A / Coriobacteriaceae bacterium CHKCI002,-4.4510803304439656e-05,2.6171164603702654e-05,-0.0001107497382824375,0.0,7.391684250347241e-05,3.6093222170115186e-05,0.0,-5.224217166262895e-05,-6.293780978113181e-05,0.00022838727967896367,0.0,-8.653664812476265e-05,0.0,0.0,0.0002471913807523241,-0.0001455361654332675
Gordonibacter urolithinfaciens,-0.00028036770472272116,-0.001476427995792743,-0.0003826696032037249,6.754528963444752e-05,0.0018121281189078223,0.0007661853864746577,0.0007329066522778079,-0.0011920116437434663,0.016203782272084535,0.001497727792872017,-0.0011830532472486507,-0.0006999334385079264,-0.00026877858016788656,0.01779092560232825,0.000345934867328669,-0.0006158540157716307
Granulicatella adiacens,0.006116618050811599,0.00021312329680998746,0.00010751478985255854,0.00013823917039200746,0.0,-0.00010540615492002779,0.0006466894489223679,7.137776816376998e-05,0.00013028665979679255,-0.00014762230086083712,0.0,4.41426135807373e-05,-6.115340693257356e-05,0.0,1.2462786318497496e-05,5.208631336272567e-05
Haemophilus parahaemolyticus,-3.805352048274794e-05,0.00021851946201850784,-3.8879581095609373e-05,-9.779643850285132e-05,0.0,-0.00010509733656492955,-5.382537966020617e-05,0.00017890600671274372,0.0,0.0,0.0,1.5804040106688007e-05,0.0,0.0,0.0,0.0
Haemophilus parainfluenzae,0.0005078073542012196,0.0018861359121742811,-0.001997574694340571,-0.00023041092904974202,-0.0036407156921381112,-0.0039826915575752,-0.0008281769677577675,0.004944614697189471,-0.0010682773397155674,0.0012806855820325202,-0.0005982567699631628,0.00037689966139287096,-0.0009374849422073274,-0.0011636386353787312,-0.0007610641722793474,-0.00044333954368578585
Haemophilus paraphrohaemolyticus,-2.8778198160021247e-05,0.0,0.0,0.0,0.0,-4.811926655950301e-05,3.5338858664392105e-05,9.853010057259766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4410735183613072e-05
Haemophilus pittmaniae,-2.993482288538283e-05,0.00018278689823383884,-2.2077967145953637e-05,0.0,3.933168177379346e-05,0.0,0.0,8.728505761737185e-06,0.0,3.3879256705526036e-05,-2.2896370423569736e-05,-1.6814697836560596e-05,0.0,0.0,4.0652671294371934e-05,-2.7542991132766325e-05
Haemophilus sp. CCUG 66565,-3.5257321477914145e-05,-0.00010317416346363335,-5.8751549483407946e-05,0.00021732987295015454,0.0,-1.0132774463329229e-05,-2.3193776358383166e-05,0.00048370068418382786,-3.8904676357614635e-05,0.0,-4.792690838165513e-05,-2.1861189536425677e-05,0.0,0.0,-1.3518836387024851e-05,-6.258518024953653e-05
Haemophilus sputorum,-2.4271064230618252e-05,6.99220347667409e-05,0.0,3.729008173152877e-05,0.0,-7.97680276221252e-06,-2.251944791305189e-05,6.51528289460807e-05,-1.5508112671328957e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hafnia paralvei,2.6735712453144583e-05,-4.660224276869213e-05,0.0001511326874821888,4.067910085118644e-05,0.0,-3.216178749318265e-05,-2.9141574978796113e-05,3.786251706652285e-05,4.465622618350447e-05,0.0003166984008784241,6.398742893150591e-05,0.0,0.0,0.0,0.00043165842721431337,0.000231823880513609
Helicobacter winghamensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holdemanella biformis,0.00027810504879927317,-0.00018738199448726717,-9.516499857721714e-05,-0.00021368291420786786,-0.00019763197341317906,-0.0002932514008622305,0.00010838165972154258,-0.000608608161376857,9.477051729502965e-05,-0.001522904688638828,0.0,0.0001019756523740681,0.0,-0.0002971289930977692,-0.00014067381073739276,-0.00016799527049306276
Holdemania filiformis,0.0005294697670228027,-0.00044306395448674566,-0.0010821373415401893,-0.0015399189440085646,-0.0003420999794052277,0.002306952174316916,0.0024976014678074433,0.000492384768298119,0.0027479560062183286,-0.0022495189188350665,-0.0022809772235308917,-0.0004557670556984275,-0.0012281161446338234,-0.00016458738334342767,-0.0007610278119860966,0.0004601053012300094
Holdemania massiliensis,-0.0002361057088994798,-0.001702156759912185,-0.00044339263672125913,0.000374495464876983,0.0006776819185609009,-0.00022188058724715676,0.00036848326722867014,-0.00018916759438851273,0.00037209984261777365,0.0006346088638533696,-0.0006757400033051869,-0.0011441366405664493,0.0007555984605013839,0.000338377402524432,0.0008488708317656497,0.0022368876060736426
Holdemania sp. Marseille-P2844,-0.0004909019446768973,-0.0011018785008995505,-0.0001992250051395217,-0.0003436683610646536,0.0008699669614407232,-0.0007596320371880905,-0.0003792512230269359,-0.000248956056690835,-0.00011977945223251358,-0.0009967493961087828,0.0,-0.0004922131041246086,-0.000665859534889464,-0.0015029473251932238,0.00035615009476652114,0.0001945668458646173
Hungatella hathewayi 1,0.005128221927892472,-0.0024648534816596687,0.00027026286594382,-0.0003103724691635656,0.0003639899224966864,0.0009540528205768453,0.003162500738538973,0.00014440958668015538,0.0003513827697438087,0.00030720677857493496,-7.364046697783347e-05,-0.0017506790749765406,0.0007326939066294526,0.0027319589977759305,0.011611241511561036,0.005039292993886861
Hungatella hathewayi 2,0.005509246682025005,0.0016972415222404453,-0.00027435287023136576,0.002942882507499943,0.00046751531533102545,0.005627235233118703,0.011319286082858409,0.004462484402360287,0.0011461529191546858,0.0007931513852981989,-0.00017106570892513792,0.0008586580763734524,0.000661214317186256,0.006875505849107575,0.004747997827307498,0.009424257473026675
Intestinibacter bartlettii,-0.0008031194418991778,-0.005603244611177339,0.0006725300356336502,-0.0003049116124183474,0.000983312185527716,-0.0006452805221462211,-0.0005630072303800343,0.0003689556386987528,0.009641175448238535,0.014030794720384196,-0.005862799139213783,0.004010515341336082,-0.0007857264565881132,0.0011239738604975431,0.0009896358556481606,-0.000699074100131373
Intestinimonas butyriciproducens,0.002414367393357308,0.0004849326434437426,-0.0006729878532110725,-0.0005565536589773971,0.0027734758028414015,-0.000496507733861439,-0.0002964537350121588,-0.0006149267991520681,-0.0004990478907539981,0.0009729957836398201,0.00025021994153167325,-0.001244567869347842,0.01062953151261017,0.0018360079798316873,0.004313048394648792,0.008417009656118253
Intestinimonas massiliensis,0.0006838040676564825,-0.0005727491312148167,0.00021714087371255467,9.505303899711877e-05,0.0013930550999204008,0.0003424695758363367,-0.0001190902835395743,0.00015039564410027675,-0.00021482837748067063,0.0004298923768721008,0.0001938134121816995,-0.0004727980573981645,0.003857002586446612,0.007390797173142607,0.003946947355815938,0.01136564693942424
Klebsiella aerogenes,0.00034238652426659956,0.0011125587484715764,-1.4293013635194187e-05,-4.850959184160914e-05,0.0,-0.00026443283710919185,0.00023888800992945164,-0.00020523669276621933,0.00015841784272025268,0.0,0.0001189187202038156,0.0001449449310216328,0.0,-5.494022970469047e-05,-6.657512645095786e-05,4.393690394512802e-05
Klebsiella michiganensis 1,0.0004717985014084531,6.357808547727571e-05,0.00023286581847664655,0.0,0.0,0.00013417410912019346,9.89964533959972e-05,0.0001250493861151627,0.0014638517817783436,0.0,0.0003702524301371982,0.0,0.00019398073414276897,0.0002083389162065914,3.243692433590664e-05,0.0003764869957558861
Klebsiella michiganensis 2,0.0004228843060016611,0.0008751149901819821,0.00017391241525646653,0.00012387498187875406,0.0,0.00010345180180928354,-0.00011161474628894993,0.00014913593019538114,0.0030718200776543186,0.0,0.00013432392418976375,-3.337266387587397e-05,0.00015093394088130926,0.00030210516780142515,0.00015435707745734475,0.0003231915629872084
Klebsiella oxytoca,0.00019229996403129747,0.00016101566018411197,0.000254721978395692,0.0005256879698814343,0.0,8.14655705255631e-05,-9.21387530863997e-05,9.092971537881143e-05,3.296985848685039e-05,0.0,0.0,1.2756749002872072e-05,0.0,6.024102890629152e-05,6.724016663274985e-05,0.0
Klebsiella pneumoniae,-0.00038291624980746775,-0.0006132903253088443,-0.0028581306995258734,0.00034416821428215837,0.0,0.0035228601096444065,0.00606464296237174,0.0018431322334921535,0.0030804183189213595,-0.008847408273337054,0.005032106835242143,-0.0008200477375197754,-0.0004806343792976395,0.00039718977714337363,-0.00398055226935578,-0.001267017452405868
Klebsiella quasipneumoniae,0.00033886644629797634,-0.0004506947135289209,-0.0004861137694174145,0.00016657160653898978,-0.00018299212010778734,0.0023441336500894857,0.002480907208971356,0.00017764596638092592,-0.00024843305764296744,-6.328952500975184e-05,0.00016538568887817127,-0.0008439382125215494,9.465821618971937e-05,-0.00019075878223109985,-0.0010183175744165034,-0.0007879058077754832
Klebsiella variicola,-0.00023713546089406597,-9.817045545791683e-05,-0.0007734725078699845,-0.0001499749969637001,-0.00013904118537793657,0.0002065377176243152,-0.00022032090392373055,-9.317401869167734e-05,0.0017375682546501305,-0.00010316229200189422,0.000878651913440535,-0.00013350609485489375,-7.262504602795139e-05,-0.00016299559552400447,-0.0009766562422210952,-9.517571859106385e-05
Kluyvera georgiana,-4.7786350736074005e-06,0.0,0.0,0.00018329016973509253,0.0,0.00023319254697374046,2.6779158002626854e-05,7.503186034430994e-06,1.5877507294647686e-05,0.0,2.3034307317245477e-05,-1.7310198984567964e-05,0.0,-4.0762741046831876e-05,0.0,0.0
Lachnoanaerobaculum saburreum,3.264665294139946e-05,0.00011810371855339916,0.0,-0.00024013728554801874,0.0,-2.468262373777341e-06,-8.731739509628872e-06,-6.230282815569859e-05,0.0,0.0,-9.311406051425145e-05,-1.3357691577638275e-05,0.0,0.0,2.8185843518081825e-05,0.0
Lachnoclostridium phytofermentans 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6966417607652945e-05,0.0,0.00014887265757763054,0.0,0.0,0.0,0.0,0.0,1.8592572131674364e-05
Lachnoclostridium sp. An118,6.880435467619042e-05,-6.142297869164397e-05,5.0505522172548736e-05,-6.78596030219738e-05,0.0,2.4086504455040436e-05,-4.914767590531988e-05,2.716372441106422e-05,0.0,-0.00011556850074949003,0.0,6.199458411867898e-05,-3.212660493827158e-05,5.069389627628262e-05,9.956584053921202e-05,0.0
Lachnoclostridium sp. An138,0.001197185786589338,0.0001545669959660116,-0.00012669694990918477,0.0,0.00036348384739923705,-7.117742257696464e-05,-0.00010863911583926303,-4.92775644570231e-05,-0.0007349306589638437,0.0017306587549507555,-4.0411006378956706e-05,-0.00018995947381812245,0.0005082154068669389,0.0001749536322502943,0.004773092931521568,0.00014101369614790581
Lachnoclostridium sp. An14,3.220990684055987e-05,-0.00010456940286129065,-9.318027954622127e-05,-0.00021054197905415024,0.0,-7.547601002199259e-05,-0.00011319472745783686,6.033471757303937e-05,-4.100467733124997e-05,-0.00018682317684968463,-0.00016248214035468434,-7.623595078746039e-05,-8.698418091587167e-05,-6.720832110650846e-05,-0.00017501439032219533,6.80563334964282e-05
Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,-0.0010258256630123318,-0.0021596839066993358,0.002915582646651803,-0.01483795339501,0.005680203089354382,0.0024965022581508946,-0.0008248064964430022,-0.00044067511237857137,-0.005019852601604056,0.00910072453094674,-0.010865694954499306,0.0016254393247101431,-0.0009469455551990847,-0.0015685548537887313,-0.0009245068044929528,0.0007978468493620079
Lachnospiraceae bacterium 2_1_46FAA,-7.371421795864555e-05,-2.9469912006510363e-05,-3.696688292198065e-05,0.00016270819017818742,0.0,-5.837430306742734e-05,0.0002629219527690281,8.139439404755855e-05,0.0002808524341496888,-7.102312716928174e-05,-0.00010899394227683821,6.446446811796861e-05,4.368169934640529e-05,0.0,0.0,0.0
Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,-0.0007415642691483307,-0.0011999702344150536,0.0005910493152439086,-0.0004580238802023526,5.3977368666703294e-05,-0.00028911345310096036,-0.00020814315978292904,-0.00031841689608817276,0.0006520033840330346,0.0002590771565503278,-0.00028685013623922087,0.0008991695736651384,-0.00021440663777341028,7.889689645371466e-05,-0.0003096441509965574,-0.00030894838549387664
Lactobacillus acidophilus,-5.5138040917641535e-05,0.0,-8.901853498109268e-05,0.0,5.102722377205033e-05,-6.801489491921624e-05,0.0,0.0,-8.548487776090873e-05,0.0,0.0,1.5276868952566207e-05,0.00015446116631506526,6.982825413223148e-05,-6.563843090033165e-05,-6.235410386638818e-05
Lactobacillus agilis,2.4773008196784063e-05,0.0,0.0,0.0,0.0,5.4971827367649895e-05,9.034834796657023e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus amylovorus,4.83345222212502e-05,1.8742323449908107e-05,3.1459370508864866e-05,7.239264424083938e-05,0.0,0.0006982737320583961,0.0008036469081110268,0.0,4.8710080497192414e-05,0.0,0.0,5.0984534115340963e-05,0.0,0.0,0.0,0.0
Lactobacillus casei == paracasei,0.00021946733247934017,-0.0006278079483907497,-0.00010910272471506987,-7.239151214805059e-05,0.0006857664083467033,-0.00014735772376945407,-0.00017549925152637045,0.0006586349137768049,5.7361440149045976e-05,8.33841263173336e-05,0.0,-3.2051089796572523e-05,0.0004922318309434513,0.00019776714869949679,0.003267618178196746,-9.580468621223757e-05
Lactobacillus crispatus,0.00022566146400945173,3.0019170685546265e-05,-6.216616080691162e-05,0.0,7.604928231151317e-05,-0.00017106294032901166,0.0003101478024584008,0.000715985634676731,-4.66502081494239e-05,0.0,-4.289990848646513e-05,0.0,-0.00017343995501187807,-7.084402602868505e-05,-0.00012508248653811356,-2.5325300927022957e-05
Lactobacillus delbrueckii,0.0002225750138498431,-0.0002833703538744393,0.00012783581917453715,-0.00041772917265663577,0.00021235983494844883,0.0003977723546260161,7.268201558469387e-05,5.5112058611082374e-05,-0.00015117896015097673,-0.0001363873724433624,-0.00021198185049331388,-0.00011979966929575262,0.00012934333129483792,7.206844761901507e-05,-6.969676107443426e-05,0.00019795950451130024
Lactobacillus farciminis,0.0,0.0,0.0,0.0,0.0,7.760346489778885e-06,0.0,0.0,0.0,0.0,0.0,1.8902640292725415e-05,0.0,0.0,0.0,0.0
Lactobacillus fermentum,0.0005135812570942527,0.00020195662865888964,0.0005371190818074962,-5.490619085499961e-05,-5.5868167296444474e-05,-0.000207154046820332,0.00047283353725409633,0.005022612024004588,0.0001868273854602723,0.0001299005385269287,-0.00011845322376816438,-0.0003963146224982482,0.0,0.0004414555687319303,0.0002812578375084195,0.00010249198365565874
Lactobacillus gallinarum,-3.0828423250766544e-05,0.0,-1.1780755081862772e-05,0.0,0.0,2.7699051864425844e-05,-5.700533455374636e-05,0.0,-6.256265230207642e-05,0.0,0.0,5.324834709168098e-05,0.0,0.0,0.0,0.0
Lactobacillus gasseri 1,-7.820988060194963e-05,-5.775858232231769e-05,0.0004324058891701766,3.095786634552247e-05,0.0,0.00019932244844929383,-7.716768540288969e-05,5.986905126696305e-05,1.3287123618858006e-05,-4.246362653059931e-05,0.0,4.5814265864157796e-05,5.88714590998545e-05,4.146621019150661e-05,0.0,0.0008051804165206302
Lactobacillus gasseri 2,0.001962133381116927,0.00030565117337961486,0.0012011253332992833,-6.783493738182529e-05,0.00022094388470684405,0.00039675822995313085,0.00012585169769708076,0.0022286281152696357,0.0004930564004075136,6.070281962134308e-05,0.0,2.9061977595167623e-05,0.0,0.00024671344840627914,0.0008752358470756312,0.00010377883689453384
Lactobacillus johnsonii,2.3112102472256363e-05,0.0,1.3980961187716408e-05,8.490954778214649e-05,-4.527231865268737e-05,5.9520010798184896e-05,7.978010857815353e-05,-1.4500067833889825e-05,0.0,-8.249405972909216e-05,0.0,0.0,0.0,0.0,1.6398900844680252e-05,0.0
Lactobacillus mucosae,0.00014843381893211063,0.00015701465459066983,0.0002446167324116278,8.271290489014402e-05,0.0,0.0018411223011046065,0.001042116597482608,0.0008282410563677612,0.0009700809857579322,0.0,0.00022705809931115146,0.0009706534103424804,-4.840535408732124e-05,-9.716408687204847e-05,0.0001429631134679115,1.9015208084972874e-05
Lactobacillus oris,5.3797467229596145e-05,-5.740850406145956e-05,-4.700151499583707e-05,0.00011539764022987268,8.771164971168148e-05,9.895614273005922e-05,0.00014807873609989575,0.0008692702403280839,4.7726956326531444e-05,5.8529529701552384e-05,0.0,-2.8530614908103453e-05,0.0,0.0,1.77093476921112e-05,-1.7622807562777187e-05
Lactobacillus parabuchneri,-3.8598632975522446e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4792248455614792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus reuteri,0.00014122935172978255,0.0,1.1975178031213623e-05,0.0,0.0,-2.461397676668138e-05,0.0,0.0,0.0,0.0,0.0,2.9788565069221622e-05,0.0,4.364286374647335e-05,0.0,0.0001633441922733885
Lactobacillus rogosae,-0.0013379933995954477,-0.0035018552873720132,-0.001030297221982551,-0.005214522189886332,-0.001598798047126478,-0.0014858187047427267,-0.0006178080930340255,0.0005897309401490105,0.0010597941853607055,-0.003494201643066858,-0.0031121521634613534,0.002668398491369395,-0.0008489412602661498,-0.0005930042604611617,0.0008745968998411026,-0.002797461095002301
Lactobacillus ruminis,-0.00110314160981263,-0.0010988283094766598,-0.00029210918535035673,-0.00022563236081979068,-0.0002893631652390814,-0.0002445360373644467,-0.00046470642813868087,-0.0007314384683880882,-0.0001120280525008275,-0.00010705898647177292,-0.0010653169848918727,-9.883674911625294e-05,-0.0005080975201029259,0.0002713374724440402,-0.0009259475619761783,-0.00046455795324312576
Lactobacillus salivarius,0.001239217370254217,0.00013358688651610802,0.0002419486133017806,9.498507108450268e-05,-5.39449629518123e-05,0.0006388690098394505,0.005815962930492834,0.011600431553968572,0.0005651706611605376,-0.0002214883798245203,-6.73605584919262e-05,0.00018546173933800322,0.0,0.0,5.648658543044897e-05,-0.000204848627360711
Lactobacillus vaginalis,0.0002779825587708619,-2.702880152946218e-05,0.00019185630819172435,0.0,0.0,4.938114326668865e-05,0.00010124482075257273,6.384003512242515e-05,1.1215348766206298e-05,4.76924872135963e-05,0.0,1.74595079349364e-05,0.0,0.0003019885535977033,0.00024257586898625296,0.00012709928706478553
Lactococcus lactis subsp. cremoris,0.00017090142043332452,-0.0001768179937913271,0.00042424993882016936,0.0,0.0002111110379935474,0.00021479233840589963,-6.680367242710439e-06,7.53047232736358e-05,0.00010719625478726031,0.0020105893395235886,0.0,0.0,0.00033189015308185535,0.0005012661421753522,0.009435961794450245,0.003441500040022046
Lactococcus lactis subsp. lactis,-0.0002742345776059041,-0.0005553351394195291,0.0018311769781426106,-0.00011337501599823796,0.000954945812343613,-0.0006349043899136367,-0.0006417699672729988,-0.00024367391520569755,0.000222724649397671,0.0015191516762394306,5.543349272723103e-05,-0.00038938289103385794,0.0023106914153197627,0.014453761739644598,0.005014374032301735,0.0018939884336100468
Leuconostoc mesenteroides,8.015797840293083e-05,0.0,2.0012482820122496e-05,-2.4899396378269583e-05,0.0006785513860391993,0.0005112700061536388,-2.6494457077289077e-05,-9.027884605114693e-06,0.0001079049756007719,4.9622405529777904e-05,0.0014779498085608096,0.0,5.815092261904765e-05,0.0,4.1157098623866167e-05,0.0003062198715705086
Libanicoccus massiliensis,-0.00013767790949776237,7.756998049591028e-05,-1.0340126360789927e-05,0.0,0.0,-0.0004867225806271493,-6.990629012862955e-05,-8.738636978420233e-05,-6.00274567683604e-05,-6.131019732458848e-05,0.0,-4.166091064078202e-05,0.0,0.0,0.0,-3.971521334000882e-05
Massiliomicrobiota sp. An80 & An105 & An134 & An142,-0.00026013410021538197,-0.00012054510215782917,-0.00029848457358740496,0.00013951030349476263,0.0013875998530164643,0.0002520443075674164,-6.79581852794888e-05,0.00015340685305020464,-0.0004437710285437278,0.0004367635876058021,-8.802542295144483e-05,0.0,-9.924642642809386e-05,0.00420360163097688,0.003094864077203955,0.00035108731312311943
Massiliomicrobiota timonensis,-0.00022495285511454688,-0.0011494168152065812,-0.0006262407455845651,-0.0006774764997203966,0.000380314532097857,-0.0018820927572312707,-0.001034299917135936,-0.0004699790015371266,-0.0022695101882648,0.000594469585318928,-0.00032505705072009974,-0.0007048707611357062,-0.00031708269726107694,0.00018472916179817196,-0.0001399078337722262,-0.0008237876432730009
Mediterranea massiliensis ,1.889355593834082e-05,0.0,0.0,0.0,0.0,-1.4904077050738717e-05,-1.3448084504435646e-05,-4.897045712500319e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00028116679913768307,0.00029339583006782795
Megamonas funiformis == rupellensis,0.00029361089109912307,-0.0016956807496717836,-0.0015839582836256853,0.00020010366647244397,-0.0007256217482961462,0.0053139321058090095,0.015007222401068608,0.0012298081801777193,-0.0007231247077128014,-0.0005734619406571299,0.002607582130699715,0.01602319559383798,-0.0026887088131593547,-0.0017049497343962763,-0.0013553874197959352,-0.0013399843661761046
Megasphaera elsdenii,0.00010507672736795281,0.00012224791559727345,-4.115214832506484e-05,0.0,0.0,-7.169870883511235e-05,0.00015109196951361076,1.4233918110765979e-05,0.00018346475346248662,-6.0787828757231325e-05,-2.203853492220399e-05,0.00012859662054801589,0.0,0.0,-2.6760987458155515e-05,-7.264831990434081e-05
Megasphaera massiliensis,-5.0440526558390096e-05,6.1032926029792935e-05,0.00034847173238014773,-0.00013583029962388024,0.0,-3.197768385627973e-05,-3.868346448359328e-05,-1.7316816591576386e-05,-6.67570530901124e-05,0.0,0.0,0.0,-3.8369200779727084e-05,0.0004360211104811777,-4.99063188165372e-05,-5.134064418154673e-05
Megasphaera micronuciformis,0.0016192362808440128,0.002699678470048008,-0.00020084534346582282,0.0012793363162427512,-0.000575850853843266,-0.00016455128292129073,0.00040273053101229497,0.0097501600186462,-0.00014464822367541582,-0.0004533284559897056,0.00025312224172370387,0.0003831141379810361,5.758308119440195e-05,6.612394423083534e-05,-0.00011315901109011028,-0.0001702808469008036
Megasphaera sp. ASD88 & An286,1.8250921247714222e-05,9.666249121416601e-05,0.0,0.00012239906397767188,0.0,8.813091494613316e-06,2.927358064725342e-05,0.0,1.4411353833796074e-05,0.0,0.0,4.5863952570138326e-05,0.0,0.0,0.0,0.0
